"state","state_abbreviation","county","fips","party","winner"
"Mississippi","MS","Marion",28091,"Democrat","Hillary Clinton"
"Mississippi","MS","Marshall",28093,"Democrat","Hillary Clinton"
"Mississippi","MS","Neshoba",28099,"Democrat","Hillary Clinton"
"Mississippi","MS","Newton",28101,"Democrat","Hillary Clinton"
"Mississippi","MS","Noxubee",28103,"Democrat","Hillary Clinton"
"Mississippi","MS","Oktibbeha",28105,"Democrat","Hillary Clinton"
"Mississippi","MS","Panola",28107,"Democrat","Hillary Clinton"
"Mississippi","MS","Pearl River",28109,"Democrat","Hillary Clinton"
"Mississippi","MS","Pike",28113,"Democrat","Hillary Clinton"
"Mississippi","MS","Pontotoc",28115,"Democrat","Hillary Clinton"
"Mississippi","MS","Prentiss",28117,"Democrat","Hillary Clinton"
"Mississippi","MS","Rankin",28121,"Democrat","Hillary Clinton"
"Mississippi","MS","Scott",28123,"Democrat","Hillary Clinton"
"Mississippi","MS","Sharkey",28125,"Democrat","Hillary Clinton"
"Mississippi","MS","Simpson",28127,"Democrat","Hillary Clinton"
"Mississippi","MS","Smith",28129,"Democrat","Hillary Clinton"
"Mississippi","MS","Stone",28131,"Democrat","Hillary Clinton"
"Mississippi","MS","Sunflower",28133,"Democrat","Hillary Clinton"
"Mississippi","MS","Tallahatchie",28135,"Democrat","Hillary Clinton"
"Mississippi","MS","Tate",28137,"Democrat","Hillary Clinton"
"Mississippi","MS","Tippah",28139,"Democrat","Hillary Clinton"
"Mississippi","MS","Tishomingo",28141,"Democrat","Hillary Clinton"
"Mississippi","MS","Tunica",28143,"Democrat","Hillary Clinton"
"Mississippi","MS","Walthall",28147,"Democrat","Hillary Clinton"
"Mississippi","MS","Washington",28151,"Democrat","Hillary Clinton"
"Mississippi","MS","Wayne",28153,"Democrat","Hillary Clinton"
"Mississippi","MS","Wilkinson",28157,"Democrat","Hillary Clinton"
"Mississippi","MS","Winston",28159,"Democrat","Hillary Clinton"
"Mississippi","MS","Yalobusha",28161,"Democrat","Hillary Clinton"
"Mississippi","MS","Yazoo",28163,"Democrat","Hillary Clinton"
"Missouri","MO","Adair",29001,"Democrat","Bernie Sanders"
"Missouri","MO","Andrew",29003,"Democrat","Bernie Sanders"
"Missouri","MO","Atchison",29005,"Democrat","Bernie Sanders"
"Missouri","MO","Audrain",29007,"Democrat","Hillary Clinton"
"Missouri","MO","Bates",29013,"Democrat","Bernie Sanders"
"Missouri","MO","Bollinger",29017,"Democrat","Hillary Clinton"
"Missouri","MO","Callaway",29027,"Democrat","Bernie Sanders"
"Missouri","MO","Cape Girardeau",29031,"Democrat","Bernie Sanders"
"Missouri","MO","Chariton",29041,"Democrat","Hillary Clinton"
"Missouri","MO","Christian",29043,"Democrat","Bernie Sanders"
"Missouri","MO","Cole",29051,"Democrat","Bernie Sanders"
"Missouri","MO","Dade",29057,"Democrat","Bernie Sanders"
"Missouri","MO","Dent",29065,"Democrat","Bernie Sanders"
"Missouri","MO","Dunklin",29069,"Democrat","Hillary Clinton"
"Missouri","MO","Gasconade",29073,"Democrat","Bernie Sanders"
"Missouri","MO","Gentry",29075,"Democrat","Bernie Sanders"
"Missouri","MO","Hickory",29085,"Democrat","Hillary Clinton"
"Missouri","MO","Howell",29091,"Democrat","Bernie Sanders"
"Missouri","MO","LaClede",29105,"Democrat","Bernie Sanders"
"Missouri","MO","Maries",29125,"Democrat","Hillary Clinton"
"Missouri","MO","McDonald",29119,"Democrat","Bernie Sanders"
"Missouri","MO","Moniteau",29135,"Democrat","Bernie Sanders"
"Missouri","MO","New Madrid",29143,"Democrat","Hillary Clinton"
"Missouri","MO","Nodaway",29147,"Democrat","Bernie Sanders"
"Missouri","MO","Oregon",29149,"Democrat","Hillary Clinton"
"Missouri","MO","Osage",29151,"Democrat","Bernie Sanders"
"Missouri","MO","Ozark",29153,"Democrat","Bernie Sanders"
"Missouri","MO","Pemiscot",29155,"Democrat","Hillary Clinton"
"Missouri","MO","Pettis",29159,"Democrat","Bernie Sanders"
"Missouri","MO","Phelps",29161,"Democrat","Bernie Sanders"
"Missouri","MO","Ralls",29173,"Democrat","Hillary Clinton"
"Missouri","MO","Ray",29177,"Democrat","Bernie Sanders"
"Missouri","MO","Reynolds",29179,"Democrat","Hillary Clinton"
"Missouri","MO","Shannon",29203,"Democrat","Hillary Clinton"
"Missouri","MO","St. Francois",29187,"Democrat","Bernie Sanders"
"Missouri","MO","St. Louis City",29510,"Democrat","Hillary Clinton"
"Missouri","MO","St. Louis County",29189,"Democrat","Hillary Clinton"
"Missouri","MO","Ste. Genevieve",29186,"Democrat","Hillary Clinton"
"Missouri","MO","Stoddard",29207,"Democrat","Hillary Clinton"
"Missouri","MO","Taney",29213,"Democrat","Bernie Sanders"
"Missouri","MO","Texas",29215,"Democrat","Bernie Sanders"
"Montana","MT","Beaverhead",30001,"Democrat","Bernie Sanders"
"Montana","MT","Big Horn",30003,"Democrat","Bernie Sanders"
"Montana","MT","Broadwater",30007,"Democrat","Bernie Sanders"
"Montana","MT","Carter",30011,"Democrat","Bernie Sanders"
"Montana","MT","Cascade",30013,"Democrat","Hillary Clinton"
"Montana","MT","Chouteau",30015,"Democrat","Hillary Clinton"
"Montana","MT","Daniels",30019,"Democrat","Hillary Clinton"
"Montana","MT","Deer Lodge",30023,"Democrat","Hillary Clinton"
"Montana","MT","Fallon",30025,"Democrat","Hillary Clinton"
"Montana","MT","Fergus",30027,"Democrat","Hillary Clinton"
"Montana","MT","Flathead",30029,"Democrat","Bernie Sanders"
"Montana","MT","Gallatin",30031,"Democrat","Bernie Sanders"
"Montana","MT","Glacier",30035,"Democrat","Bernie Sanders"
"Montana","MT","Golden Valley",30037,"Democrat","Bernie Sanders"
"Montana","MT","Granite",30039,"Democrat","Bernie Sanders"
"Montana","MT","Judith Basin",30045,"Democrat","Bernie Sanders"
"Montana","MT","Judith Basin",30045,"Democrat","Hillary Clinton"
"Montana","MT","Lewis and Clark",30049,"Democrat","Bernie Sanders"
"Montana","MT","McCone",30055,"Democrat","Hillary Clinton"
"Montana","MT","Meagher",30059,"Democrat","Bernie Sanders"
"Montana","MT","Meagher",30059,"Democrat","Hillary Clinton"
"Montana","MT","Missoula",30063,"Democrat","Bernie Sanders"
"Montana","MT","Musselshell",30065,"Democrat","Bernie Sanders"
"Montana","MT","Petroleum",30069,"Democrat","Bernie Sanders"
"Montana","MT","Petroleum",30069,"Democrat","Hillary Clinton"
"Montana","MT","Pondera",30073,"Democrat","Hillary Clinton"
"Montana","MT","Powder River",30075,"Democrat","Bernie Sanders"
"Montana","MT","Powell",30077,"Democrat","Bernie Sanders"
"Montana","MT","Ravalli",30081,"Democrat","Bernie Sanders"
"Montana","MT","Rosebud",30087,"Democrat","Bernie Sanders"
"Montana","MT","Sanders",30089,"Democrat","Bernie Sanders"
"Montana","MT","Silver Bow",30093,"Democrat","Hillary Clinton"
"Montana","MT","Stillwater",30095,"Democrat","Bernie Sanders"
"Montana","MT","Sweet Grass",30097,"Democrat","Bernie Sanders"
"Montana","MT","Toole",30101,"Democrat","Hillary Clinton"
"Montana","MT","Treasure",30103,"Democrat","Bernie Sanders"
"Montana","MT","Wheatland",30107,"Democrat","Bernie Sanders"
"Montana","MT","Wibaux",30109,"Democrat","Hillary Clinton"
"Montana","MT","Yellowstone",30111,"Democrat","Hillary Clinton"
"Nebraska","NE","Antelope",31003,"Democrat","Hillary Clinton"
"Nebraska","NE","Arthur",31005,"Democrat","Bernie Sanders"
"Nebraska","NE","Banner",31007,"Democrat","Hillary Clinton"
"Nebraska","NE","Boone",31011,"Democrat","Hillary Clinton"
"Nebraska","NE","Box Butte",31013,"Democrat","Bernie Sanders"
"Nebraska","NE","Boyd",31015,"Democrat","Hillary Clinton"
"Nebraska","NE","Buffalo",31019,"Democrat","Bernie Sanders"
"Nebraska","NE","Burt",31021,"Democrat","Hillary Clinton"
"Nebraska","NE","Chase",31029,"Democrat","Hillary Clinton"
"Nebraska","NE","Cherry",31031,"Democrat","Hillary Clinton"
"Nebraska","NE","Cheyenne",31033,"Democrat","Bernie Sanders"
"Nebraska","NE","Colfax",31037,"Democrat","Hillary Clinton"
"Nebraska","NE","Cuming",31039,"Democrat","Hillary Clinton"
"Nebraska","NE","Dakota",31043,"Democrat","Bernie Sanders"
"Nebraska","NE","Dawes",31045,"Democrat","Bernie Sanders"
"Nebraska","NE","Deuel",31049,"Democrat","Bernie Sanders"
"Nebraska","NE","Dixon",31051,"Democrat","Bernie Sanders"
"Nebraska","NE","Dundy",31057,"Democrat","Hillary Clinton"
"Nebraska","NE","Fillmore",31059,"Democrat","Bernie Sanders"
"Nebraska","NE","Fillmore",31059,"Democrat","Hillary Clinton"
"Nebraska","NE","Frontier",31063,"Democrat","Hillary Clinton"
"Nebraska","NE","Furnas",31065,"Democrat","Bernie Sanders"
"Nebraska","NE","Gage",31067,"Democrat","Hillary Clinton"
"Nebraska","NE","Garden",31069,"Democrat","Bernie Sanders"
"Nebraska","NE","Gosper",31073,"Democrat","Bernie Sanders"
"Nebraska","NE","Greeley",31077,"Democrat","Hillary Clinton"
"Nebraska","NE","Hamilton",31081,"Democrat","Bernie Sanders"
"Nebraska","NE","Hayes",31085,"Democrat","Hillary Clinton"
"Nebraska","NE","Hitchcock",31087,"Democrat","Hillary Clinton"
"Nebraska","NE","Holt",31089,"Democrat","Hillary Clinton"
"Nebraska","NE","Hooker",31091,"Democrat","Bernie Sanders"
"Nebraska","NE","Kearney",31099,"Democrat","Bernie Sanders"
"Nebraska","NE","Keith",31101,"Democrat","Hillary Clinton"
"Nebraska","NE","Keya Paha",31103,"Democrat","Bernie Sanders"
"Nebraska","NE","Kimball",31105,"Democrat","Bernie Sanders"
"Nebraska","NE","Loup",31115,"Democrat","Bernie Sanders"
"Nebraska","NE","McPherson",31117,"Democrat","Hillary Clinton"
"Nebraska","NE","Merrick",31121,"Democrat","Hillary Clinton"
"Nebraska","NE","Morrill",31123,"Democrat","Bernie Sanders"
"Nebraska","NE","Nance",31125,"Democrat","Hillary Clinton"
"Nebraska","NE","Nemaha",31127,"Democrat","Bernie Sanders"
"Nebraska","NE","Nuckolls",31129,"Democrat","Bernie Sanders"
"Nebraska","NE","Otoe",31131,"Democrat","Bernie Sanders"
"Nebraska","NE","Pawnee",31133,"Democrat","Hillary Clinton"
"Nebraska","NE","Perkins",31135,"Democrat","Hillary Clinton"
"Nebraska","NE","Red Willow",31145,"Democrat","Bernie Sanders"
"Nebraska","NE","Richardson",31147,"Democrat","Hillary Clinton"
"Nebraska","NE","Rock",31149,"Democrat","Bernie Sanders"
"Nebraska","NE","Sarpy",31153,"Democrat","Bernie Sanders"
"Nebraska","NE","Saunders",31155,"Democrat","Bernie Sanders"
"Nebraska","NE","Scotts Bluff",31157,"Democrat","Bernie Sanders"
"Nebraska","NE","Seward",31159,"Democrat","Bernie Sanders"
"Nebraska","NE","Sheridan",31161,"Democrat","Bernie Sanders"
"Nebraska","NE","Sherman",31163,"Democrat","Bernie Sanders"
"Nebraska","NE","Sioux",31165,"Democrat","Hillary Clinton"
"Nebraska","NE","Stanton",31167,"Democrat","Bernie Sanders"
"Nebraska","NE","Thayer",31169,"Democrat","Hillary Clinton"
"Nebraska","NE","Thomas",31171,"Democrat","Hillary Clinton"
"Nebraska","NE","York",31185,"Democrat","Bernie Sanders"
"Nevada","NV","Carson City",32510,"Democrat","Bernie Sanders"
"Nevada","NV","Churchill",32001,"Democrat","Bernie Sanders"
"Nevada","NV","Churchill",32001,"Democrat","Hillary Clinton"
"Nevada","NV","Elko",32007,"Democrat","Bernie Sanders"
"Nevada","NV","Esmeralda",32009,"Democrat","Bernie Sanders"
"Nevada","NV","Eureka",32011,"Democrat","Bernie Sanders"
"Nevada","NV","Lander",32015,"Democrat","Bernie Sanders"
"Nevada","NV","Nye",32023,"Democrat","Hillary Clinton"
"Nevada","NV","Pershing",32027,"Democrat","Bernie Sanders"
"Nevada","NV","Storey",32029,"Democrat","Bernie Sanders"
"Nevada","NV","Storey",32029,"Democrat","Hillary Clinton"
"Nevada","NV","Washoe",32031,"Democrat","Bernie Sanders"
"Nevada","NV","White Pine",32033,"Democrat","Hillary Clinton"
"New Hampshire","NH","Belknap",NA,"Democrat","Bernie Sanders"
"New Hampshire","NH","Cheshire",NA,"Democrat","Bernie Sanders"
"New Hampshire","NH","Coos",NA,"Democrat","Bernie Sanders"
"New Hampshire","NH","Merrimack",NA,"Democrat","Bernie Sanders"
"New Hampshire","NH","Sullivan",NA,"Democrat","Bernie Sanders"
"New Jersey","NJ","Atlantic",34001,"Democrat","Hillary Clinton"
"New Jersey","NJ","Bergen",34003,"Democrat","Hillary Clinton"
"New Jersey","NJ","Cape May",34009,"Democrat","Hillary Clinton"
"New Jersey","NJ","Hudson",34017,"Democrat","Hillary Clinton"
"New Jersey","NJ","Hunterdon",34019,"Democrat","Hillary Clinton"
"New Jersey","NJ","Mercer",34021,"Democrat","Hillary Clinton"
"New Jersey","NJ","Monmouth",34025,"Democrat","Hillary Clinton"
"New Jersey","NJ","Ocean",34029,"Democrat","Hillary Clinton"
"New Jersey","NJ","Passaic",34031,"Democrat","Hillary Clinton"
"New Jersey","NJ","Salem",34033,"Democrat","Hillary Clinton"
"New Mexico","NM","Bernalillo",35001,"Democrat","Bernie Sanders"
"New Mexico","NM","Catron",35003,"Democrat","Bernie Sanders"
"New Mexico","NM","Chaves",35005,"Democrat","Hillary Clinton"
"New Mexico","NM","Cibola",35006,"Democrat","Hillary Clinton"
"New Mexico","NM","Curry",35009,"Democrat","Bernie Sanders"
"New Mexico","NM","DeBaca",35011,"Democrat","Bernie Sanders"
"New Mexico","NM","Dona Ana",35013,"Democrat","Hillary Clinton"
"New Mexico","NM","Eddy",35015,"Democrat","Hillary Clinton"
"New Mexico","NM","Lea",35025,"Democrat","Hillary Clinton"
"New Mexico","NM","Los Alamos",35028,"Democrat","Hillary Clinton"
"New Mexico","NM","Luna",35029,"Democrat","Hillary Clinton"
"New Mexico","NM","McKinley",35031,"Democrat","Hillary Clinton"
"New Mexico","NM","Mora",35033,"Democrat","Hillary Clinton"
"New Mexico","NM","Quay",35037,"Democrat","Hillary Clinton"
"New Mexico","NM","Rio Arriba",35039,"Democrat","Hillary Clinton"
"New Mexico","NM","Roosevelt",35041,"Democrat","Bernie Sanders"
"New Mexico","NM","Sandoval",35043,"Democrat","Hillary Clinton"
"New Mexico","NM","Santa Fe",35049,"Democrat","Hillary Clinton"
"New Mexico","NM","Sierra",35051,"Democrat","Bernie Sanders"
"New Mexico","NM","Socorro",35053,"Democrat","Hillary Clinton"
"New Mexico","NM","Taos",35055,"Democrat","Bernie Sanders"
"New Mexico","NM","Torrance",35057,"Democrat","Bernie Sanders"
"New Mexico","NM","Valencia",35061,"Democrat","Hillary Clinton"
"New York","NY","Allegany",36003,"Democrat","Bernie Sanders"
"New York","NY","Bronx",36005,"Democrat","Hillary Clinton"
"New York","NY","Brooklyn",36047,"Democrat","Hillary Clinton"
"New York","NY","Broome",36007,"Democrat","Bernie Sanders"
"New York","NY","Cattaraugus",36009,"Democrat","Bernie Sanders"
"New York","NY","Cayuga",36011,"Democrat","Bernie Sanders"
"New York","NY","Chautauqua",36013,"Democrat","Bernie Sanders"
"New York","NY","Chemung",36015,"Democrat","Bernie Sanders"
"New York","NY","Chenango",36017,"Democrat","Bernie Sanders"
"New York","NY","Clinton",36019,"Democrat","Bernie Sanders"
"New York","NY","Cortland",36023,"Democrat","Bernie Sanders"
"New York","NY","Delaware",36025,"Democrat","Bernie Sanders"
"New York","NY","Dutchess",36027,"Democrat","Bernie Sanders"
"New York","NY","Genesee",36037,"Democrat","Bernie Sanders"
"New York","NY","Herkimer",36043,"Democrat","Bernie Sanders"
"New York","NY","Livingston",36051,"Democrat","Bernie Sanders"
"New York","NY","Manhattan",36061,"Democrat","Hillary Clinton"
"New York","NY","Nassau",36059,"Democrat","Hillary Clinton"
"New York","NY","Niagara",36063,"Democrat","Bernie Sanders"
"New York","NY","Onondaga",36067,"Democrat","Hillary Clinton"
"New York","NY","Ontario",36069,"Democrat","Bernie Sanders"
"New York","NY","Oswego",36075,"Democrat","Bernie Sanders"
"New York","NY","Queens",36081,"Democrat","Hillary Clinton"
"New York","NY","Rensselaer",36083,"Democrat","Bernie Sanders"
"New York","NY","Saint Lawrence",36089,"Democrat","Bernie Sanders"
"New York","NY","Saratoga",36091,"Democrat","Bernie Sanders"
"New York","NY","Schenectady",36093,"Democrat","Bernie Sanders"
"New York","NY","Schoharie",36095,"Democrat","Bernie Sanders"
"New York","NY","Schuyler",36097,"Democrat","Bernie Sanders"
"New York","NY","Seneca",36099,"Democrat","Bernie Sanders"
"New York","NY","Staten Island",36085,"Democrat","Hillary Clinton"
"New York","NY","Steuben",36101,"Democrat","Bernie Sanders"
"New York","NY","Tioga",36107,"Democrat","Bernie Sanders"
"New York","NY","Tompkins",36109,"Democrat","Bernie Sanders"
"New York","NY","Ulster",36111,"Democrat","Bernie Sanders"
"New York","NY","Westchester",36119,"Democrat","Hillary Clinton"
"New York","NY","Wyoming",36121,"Democrat","Bernie Sanders"
"New York","NY","Yates",36123,"Democrat","Bernie Sanders"
"North Carolina","NC","Alamance",37001,"Democrat","Hillary Clinton"
"North Carolina","NC","Anson",37007,"Democrat","Hillary Clinton"
"North Carolina","NC","Ashe",37009,"Democrat","Hillary Clinton"
"North Carolina","NC","Avery",37011,"Democrat","Bernie Sanders"
"North Carolina","NC","Bertie",37015,"Democrat","Hillary Clinton"
"North Carolina","NC","Bladen",37017,"Democrat","Hillary Clinton"
"North Carolina","NC","Buncombe",37021,"Democrat","Bernie Sanders"
"North Carolina","NC","Cabarrus",37025,"Democrat","Hillary Clinton"
"North Carolina","NC","Carteret",37031,"Democrat","Hillary Clinton"
"North Carolina","NC","Catawba",37035,"Democrat","Hillary Clinton"
"North Carolina","NC","Chowan",37041,"Democrat","Hillary Clinton"
"North Carolina","NC","Columbus",37047,"Democrat","Hillary Clinton"
"North Carolina","NC","Craven",37049,"Democrat","Hillary Clinton"
"North Carolina","NC","Currituck",37053,"Democrat","Hillary Clinton"
"North Carolina","NC","Dare",37055,"Democrat","Bernie Sanders"
"North Carolina","NC","Davie",37059,"Democrat","Hillary Clinton"
"North Carolina","NC","Duplin",37061,"Democrat","Hillary Clinton"
"North Carolina","NC","Edgecombe",37065,"Democrat","Hillary Clinton"
"North Carolina","NC","Forsyth",37067,"Democrat","Hillary Clinton"
"North Carolina","NC","Gaston",37071,"Democrat","Hillary Clinton"
"North Carolina","NC","Gates",37073,"Democrat","Hillary Clinton"
"North Carolina","NC","Harnett",37085,"Democrat","Hillary Clinton"
"North Carolina","NC","Hertford",37091,"Democrat","Hillary Clinton"
"North Carolina","NC","Hoke",37093,"Democrat","Hillary Clinton"
"North Carolina","NC","Iredell",37097,"Democrat","Hillary Clinton"
"North Carolina","NC","Lenoir",37107,"Democrat","Hillary Clinton"
"North Carolina","NC","Martin",37117,"Democrat","Hillary Clinton"
"North Carolina","NC","Nash",37127,"Democrat","Hillary Clinton"
"North Carolina","NC","New Hanover",37129,"Democrat","Bernie Sanders"
"North Carolina","NC","Onslow",37133,"Democrat","Hillary Clinton"
"North Carolina","NC","Pamlico",37137,"Democrat","Hillary Clinton"
"North Carolina","NC","Pasquotank",37139,"Democrat","Hillary Clinton"
"North Carolina","NC","Pender",37141,"Democrat","Hillary Clinton"
"North Carolina","NC","Perquimans",37143,"Democrat","Hillary Clinton"
"North Carolina","NC","Person",37145,"Democrat","Hillary Clinton"
"North Carolina","NC","Pitt",37147,"Democrat","Hillary Clinton"
"North Carolina","NC","Robeson",37155,"Democrat","Hillary Clinton"
"North Carolina","NC","Rowan",37159,"Democrat","Hillary Clinton"
"North Carolina","NC","Sampson",37163,"Democrat","Hillary Clinton"
"North Carolina","NC","Stanly",37167,"Democrat","Hillary Clinton"
"North Carolina","NC","Stokes",37169,"Democrat","Hillary Clinton"
"North Carolina","NC","Swain",37173,"Democrat","Bernie Sanders"
"North Carolina","NC","Transylvania",37175,"Democrat","Bernie Sanders"
"North Carolina","NC","Tyrrell",37177,"Democrat","Hillary Clinton"
"North Carolina","NC","Vance",37181,"Democrat","Hillary Clinton"
"North Carolina","NC","Wake",37183,"Democrat","Hillary Clinton"
"North Carolina","NC","Watauga",37189,"Democrat","Bernie Sanders"
"North Carolina","NC","Yadkin",37197,"Democrat","Hillary Clinton"
"North Carolina","NC","Yancey",37199,"Democrat","Bernie Sanders"
"North Dakota","ND","District 1",93800101,"Democrat","Bernie Sanders"
"North Dakota","ND","District 10",93800110,"Democrat","Bernie Sanders"
"North Dakota","ND","District 11",93800111,"Democrat","Bernie Sanders"
"North Dakota","ND","District 12",93800112,"Democrat","Bernie Sanders"
"North Dakota","ND","District 13",93800113,"Democrat","Bernie Sanders"
"North Dakota","ND","District 14",93800114,"Democrat","Bernie Sanders"
"North Dakota","ND","District 14",93800114,"Democrat","Hillary Clinton"
"North Dakota","ND","District 15",93800115,"Democrat","Hillary Clinton"
"North Dakota","ND","District 16",93800116,"Democrat","Bernie Sanders"
"North Dakota","ND","District 17",93800117,"Democrat","Bernie Sanders"
"North Dakota","ND","District 18",93800118,"Democrat","Bernie Sanders"
"North Dakota","ND","District 19",93800119,"Democrat","Bernie Sanders"
"North Dakota","ND","District 2",93800102,"Democrat","Bernie Sanders"
"North Dakota","ND","District 2",93800102,"Democrat","Hillary Clinton"
"North Dakota","ND","District 20",93800120,"Democrat","Bernie Sanders"
"North Dakota","ND","District 21",93800121,"Democrat","Bernie Sanders"
"North Dakota","ND","District 22",93800122,"Democrat","Bernie Sanders"
"North Dakota","ND","District 23",93800123,"Democrat","Hillary Clinton"
"North Dakota","ND","District 24",93800124,"Democrat","Bernie Sanders"
"North Dakota","ND","District 25",93800125,"Democrat","Bernie Sanders"
"North Dakota","ND","District 26",93800126,"Democrat","Bernie Sanders"
"North Dakota","ND","District 27",93800127,"Democrat","Bernie Sanders"
"North Dakota","ND","District 28",93800128,"Democrat","Bernie Sanders"
"North Dakota","ND","District 29",93800129,"Democrat","Bernie Sanders"
"North Dakota","ND","District 3",93800103,"Democrat","Bernie Sanders"
"North Dakota","ND","District 30",93800130,"Democrat","Bernie Sanders"
"North Dakota","ND","District 31",93800131,"Democrat","Bernie Sanders"
"North Dakota","ND","District 32",93800132,"Democrat","Bernie Sanders"
"North Dakota","ND","District 33",93800133,"Democrat","Hillary Clinton"
"North Dakota","ND","District 34",93800134,"Democrat","Bernie Sanders"
"North Dakota","ND","District 35",93800135,"Democrat","Bernie Sanders"
"North Dakota","ND","District 36",93800136,"Democrat","Bernie Sanders"
"North Dakota","ND","District 37",93800137,"Democrat","Bernie Sanders"
"North Dakota","ND","District 38",93800138,"Democrat","Bernie Sanders"
"North Dakota","ND","District 39",93800139,"Democrat","Bernie Sanders"
"North Dakota","ND","District 4",93800104,"Democrat","Bernie Sanders"
"North Dakota","ND","District 40",93800140,"Democrat","Bernie Sanders"
"North Dakota","ND","District 41",93800141,"Democrat","Bernie Sanders"
"North Dakota","ND","District 42",93800142,"Democrat","Bernie Sanders"
"North Dakota","ND","District 43",93800143,"Democrat","Bernie Sanders"
"North Dakota","ND","District 44",93800144,"Democrat","Bernie Sanders"
"North Dakota","ND","District 45",93800145,"Democrat","Bernie Sanders"
"North Dakota","ND","District 46",93800146,"Democrat","Bernie Sanders"
"North Dakota","ND","District 47",93800147,"Democrat","Bernie Sanders"
"North Dakota","ND","District 5",93800105,"Democrat","Bernie Sanders"
"North Dakota","ND","District 6",93800106,"Democrat","Bernie Sanders"
"North Dakota","ND","District 7",93800107,"Democrat","Bernie Sanders"
"North Dakota","ND","District 8",93800108,"Democrat","Bernie Sanders"
"North Dakota","ND","District 9",93800109,"Democrat","Bernie Sanders"
"Ohio","OH","Allen",39003,"Democrat","Hillary Clinton"
"Ohio","OH","Ashtabula",39007,"Democrat","Hillary Clinton"
"Ohio","OH","Auglaize",39011,"Democrat","Hillary Clinton"
"Ohio","OH","Clermont",39025,"Democrat","Bernie Sanders"
"Ohio","OH","Columbiana",39029,"Democrat","Hillary Clinton"
"Ohio","OH","Coshocton",39031,"Democrat","Hillary Clinton"
"Ohio","OH","Cuyahoga",39035,"Democrat","Hillary Clinton"
"Ohio","OH","Darke",39037,"Democrat","Hillary Clinton"
"Ohio","OH","Defiance",39039,"Democrat","Hillary Clinton"
"Ohio","OH","Erie",39043,"Democrat","Hillary Clinton"
"Ohio","OH","Gallia",39053,"Democrat","Bernie Sanders"
"Ohio","OH","Geauga",39055,"Democrat","Hillary Clinton"
"Ohio","OH","Guernsey",39059,"Democrat","Hillary Clinton"
"Ohio","OH","Highland",39071,"Democrat","Hillary Clinton"
"Ohio","OH","Hocking",39073,"Democrat","Hillary Clinton"
"Ohio","OH","Licking",39089,"Democrat","Hillary Clinton"
"Ohio","OH","Lorain",39093,"Democrat","Hillary Clinton"
"Ohio","OH","Mahoning",39099,"Democrat","Hillary Clinton"
"Ohio","OH","Muskingum",39119,"Democrat","Hillary Clinton"
"Ohio","OH","Pickaway",39129,"Democrat","Hillary Clinton"
"Ohio","OH","Preble",39135,"Democrat","Hillary Clinton"
"Ohio","OH","Ross",39141,"Democrat","Hillary Clinton"
"Ohio","OH","Sandusky",39143,"Democrat","Hillary Clinton"
"Ohio","OH","Scioto",39145,"Democrat","Hillary Clinton"
"Ohio","OH","Stark",39151,"Democrat","Hillary Clinton"
"Ohio","OH","Trumbull",39155,"Democrat","Hillary Clinton"
"Ohio","OH","Tuscarawas",39157,"Democrat","Hillary Clinton"
"Ohio","OH","Van Wert",39161,"Democrat","Hillary Clinton"
"Ohio","OH","Vinton",39163,"Democrat","Hillary Clinton"
"Ohio","OH","Williams",39171,"Democrat","Bernie Sanders"
"Ohio","OH","Wyandot",39175,"Democrat","Hillary Clinton"
"Oklahoma","OK","Alfalfa",40003,"Democrat","Bernie Sanders"
"Oklahoma","OK","Atoka",40005,"Democrat","Bernie Sanders"
"Oklahoma","OK","Beckham",40009,"Democrat","Bernie Sanders"
"Oklahoma","OK","Canadian",40017,"Democrat","Bernie Sanders"
"Oklahoma","OK","Cimarron",40025,"Democrat","Bernie Sanders"
"Oklahoma","OK","Coal",40029,"Democrat","Bernie Sanders"
"Oklahoma","OK","Cotton",40033,"Democrat","Bernie Sanders"
"Oklahoma","OK","Craig",40035,"Democrat","Bernie Sanders"
"Oklahoma","OK","Creek",40037,"Democrat","Bernie Sanders"
"Oklahoma","OK","Garvin",40049,"Democrat","Bernie Sanders"
"Oklahoma","OK","Greer",40055,"Democrat","Bernie Sanders"
"Oklahoma","OK","Harmon",40057,"Democrat","Bernie Sanders"
"Oklahoma","OK","Harper",40059,"Democrat","Bernie Sanders"
"Oklahoma","OK","Hughes",40063,"Democrat","Bernie Sanders"
"Oklahoma","OK","Johnston",40069,"Democrat","Bernie Sanders"
"Oklahoma","OK","Kay",40071,"Democrat","Bernie Sanders"
"Oklahoma","OK","Kingfisher",40073,"Democrat","Bernie Sanders"
"Oklahoma","OK","Kiowa",40075,"Democrat","Bernie Sanders"
"Oklahoma","OK","Latimer",40077,"Democrat","Bernie Sanders"
"Oklahoma","OK","LeFlore",40079,"Democrat","Bernie Sanders"
"Oklahoma","OK","Love",40085,"Democrat","Bernie Sanders"
"Oklahoma","OK","Major",40093,"Democrat","Bernie Sanders"
"Oklahoma","OK","Mayes",40097,"Democrat","Bernie Sanders"
"Oklahoma","OK","McClain",40087,"Democrat","Bernie Sanders"
"Oklahoma","OK","McCurtain",40089,"Democrat","Bernie Sanders"
"Oklahoma","OK","Murray",40099,"Democrat","Bernie Sanders"
"Oklahoma","OK","Muskogee",40101,"Democrat","Bernie Sanders"
"Oklahoma","OK","Noble",40103,"Democrat","Bernie Sanders"
