"Value","CountryName","IndicatorName"
15.680092,"New Caledonia","CO2 emissions (metric tons per capita)"
7.29742018525754,"New Zealand","CO2 emissions (metric tons per capita)"
33394.0729963486,"New Zealand","GDP per capita (current US$)"
0.805909906405364,"Nicaragua","CO2 emissions (metric tons per capita)"
1523.48146924241,"Nicaragua","GDP per capita (current US$)"
0.0830544948775441,"Niger","CO2 emissions (metric tons per capita)"
351.006218346786,"Niger","GDP per capita (current US$)"
0.534553664198497,"Nigeria","CO2 emissions (metric tons per capita)"
2314.96353665347,"Nigeria","GDP per capita (current US$)"
11.616193233648,"Norway","CO2 emissions (metric tons per capita)"
87646.2700974708,"Norway","GDP per capita (current US$)"
19.1226070039307,"Oman","CO2 emissions (metric tons per capita)"
19920.6495686354,"Oman","GDP per capita (current US$)"
0.957357369288562,"Pakistan","CO2 emissions (metric tons per capita)"
1043.30020503812,"Pakistan","GDP per capita (current US$)"
10.5692721055203,"Palau","CO2 emissions (metric tons per capita)"
9004.63721642892,"Palau","GDP per capita (current US$)"
2.44905159665527,"Panama","CO2 emissions (metric tons per capita)"
7958.58368968316,"Panama","GDP per capita (current US$)"
0.681184727252229,"Papua New Guinea","CO2 emissions (metric tons per capita)"
1418.92359069215,"Papua New Guinea","GDP per capita (current US$)"
0.817267073083734,"Paraguay","CO2 emissions (metric tons per capita)"
3225.59175373637,"Paraguay","GDP per capita (current US$)"
1.96972244914523,"Peru","CO2 emissions (metric tons per capita)"
5056.30313106415,"Peru","GDP per capita (current US$)"
0.878135470687304,"Philippines","CO2 emissions (metric tons per capita)"
2145.24000707339,"Philippines","GDP per capita (current US$)"
8.33487211796273,"Poland","CO2 emissions (metric tons per capita)"
12597.4587924553,"Poland","GDP per capita (current US$)"
4.69009476880007,"Portugal","CO2 emissions (metric tons per capita)"
22539.9960076117,"Portugal","GDP per capita (current US$)"
26435.7259802226,"Puerto Rico","GDP per capita (current US$)"
42.6390760079365,"Qatar","CO2 emissions (metric tons per capita)"
70870.2265835221,"Qatar","GDP per capita (current US$)"
3.91841015829063,"Romania","CO2 emissions (metric tons per capita)"
8297.48362072379,"Romania","GDP per capita (current US$)"
12.1984374262445,"Russian Federation","CO2 emissions (metric tons per capita)"
10674.9972024184,"Russian Federation","GDP per capita (current US$)"
0.0573543796677356,"Rwanda","CO2 emissions (metric tons per capita)"
553.597457610684,"Rwanda","GDP per capita (current US$)"
1.10387090184864,"Samoa","CO2 emissions (metric tons per capita)"
3530.57399435316,"Samoa","GDP per capita (current US$)"
0.579406601123596,"Sao Tome and Principe","CO2 emissions (metric tons per capita)"
1142.18231129529,"Sao Tome and Principe","GDP per capita (current US$)"
18.9776259692417,"Saudi Arabia","CO2 emissions (metric tons per capita)"
18753.9812332079,"Saudi Arabia","GDP per capita (current US$)"
0.638487724313837,"Senegal","CO2 emissions (metric tons per capita)"
998.119695502128,"Senegal","GDP per capita (current US$)"
6.29201668916795,"Serbia","CO2 emissions (metric tons per capita)"
5411.87740391911,"Serbia","GDP per capita (current US$)"
7.67958115183246,"Seychelles","CO2 emissions (metric tons per capita)"
10805.0606310062,"Seychelles","GDP per capita (current US$)"
0.125706080193189,"Sierra Leone","CO2 emissions (metric tons per capita)"
446.341765694627,"Sierra Leone","GDP per capita (current US$)"
2.65524691236433,"Singapore","CO2 emissions (metric tons per capita)"
46569.9730490708,"Singapore","GDP per capita (current US$)"
6.72195956247584,"Slovak Republic","CO2 emissions (metric tons per capita)"
16554.889115691,"Slovak Republic","GDP per capita (current US$)"
7.53060481318062,"Slovenia","CO2 emissions (metric tons per capita)"
23438.8665610126,"Slovenia","GDP per capita (current US$)"
0.376333439127898,"Solomon Islands","CO2 emissions (metric tons per capita)"
1276.34851310464,"Solomon Islands","GDP per capita (current US$)"
0.0639122603742921,"Somalia","CO2 emissions (metric tons per capita)"
8.95715352365484,"South Africa","CO2 emissions (metric tons per capita)"
7389.96026361652,"South Africa","GDP per capita (current US$)"
1563.90419536662,"South Sudan","GDP per capita (current US$)"
5.81578652609683,"Spain","CO2 emissions (metric tons per capita)"
30737.8322708385,"Spain","GDP per capita (current US$)"
0.648245630174793,"Sri Lanka","CO2 emissions (metric tons per capita)"
2746.61213467159,"Sri Lanka","GDP per capita (current US$)"
4.97320064180929,"St. Kitts and Nevis","CO2 emissions (metric tons per capita)"
13226.9525403536,"St. Kitts and Nevis","GDP per capita (current US$)"
2.27382650213927,"St. Lucia","CO2 emissions (metric tons per capita)"
7043.50699216384,"St. Lucia","GDP per capita (current US$)"
